Name of restaurant,Country Code,City Name,Day,Start Time,End Time
Lucky's Lounge,US,Boston,4,1130,0200
Lucky's Lounge,US,Boston,5,1000,0200
Lucky's Lounge,US,Boston,6,1000,0200
Lucy Ethiopian Cafe,US,Boston,0,1100,2100
Lucy Ethiopian Cafe,US,Boston,1,1100,2100
Lucy Ethiopian Cafe,US,Boston,2,1100,2100
Lucy Ethiopian Cafe,US,Boston,3,1100,2100
Lucy Ethiopian Cafe,US,Boston,4,1100,2100
Lucy Ethiopian Cafe,US,Boston,5,1030,2130
Lucy Ethiopian Cafe,US,Boston,6,1030,2100
Lucy Ethiopian Restaurant & Bar,US,Las Vegas,0,0700,0400
Lucy Ethiopian Restaurant & Bar,US,Las Vegas,1,0700,0400
Lucy Ethiopian Restaurant & Bar,US,Las Vegas,2,0700,0400
Lucy Ethiopian Restaurant & Bar,US,Las Vegas,3,0700,0400
Lucy Ethiopian Restaurant & Bar,US,Las Vegas,4,0700,0400
Lucy Ethiopian Restaurant & Bar,US,Las Vegas,5,0700,0400
Lucy Ethiopian Restaurant & Bar,US,Las Vegas,6,0700,0400
Ludi's,US,Seattle,0,0600,2200
Ludi's,US,Seattle,1,0600,2200
Ludi's,US,Seattle,2,0600,2200
Ludi's,US,Seattle,3,0600,2200
Ludi's,US,Seattle,4,0600,2200
Ludi's,US,Seattle,5,0600,2200
Ludi's,US,Seattle,6,0600,2200
Luella's Southern Kitchen,US,Chicago,0,1700,2200
Luella's Southern Kitchen,US,Chicago,1,1130,2200
Luella's Southern Kitchen,US,Chicago,2,1130,2200
Luella's Southern Kitchen,US,Chicago,3,1130,2200
Luella's Southern Kitchen,US,Chicago,4,1130,2200
Luella's Southern Kitchen,US,Chicago,5,1000,2200
Luella's Southern Kitchen,US,Chicago,6,1000,2000
Luigi's Cucina Italiana,US,Houston,0,1100,1400
Luigi's Cucina Italiana,US,Houston,0,1700,2100
Luigi's Cucina Italiana,US,Houston,1,1100,1400
Luigi's Cucina Italiana,US,Houston,1,1700,2100
Luigi's Cucina Italiana,US,Houston,2,1100,1400
Luigi's Cucina Italiana,US,Houston,2,1700,2100
Luigi's Cucina Italiana,US,Houston,3,1100,1400
Luigi's Cucina Italiana,US,Houston,3,1700,2100
Luigi's Cucina Italiana,US,Houston,4,1100,1400
Luigi's Cucina Italiana,US,Houston,4,1700,2200
Luigi's Cucina Italiana,US,Houston,5,1700,2200
Luigi's Pizzeria,US,Houston,0,1100,2200
Luigi's Pizzeria,US,Houston,1,1100,2200
Luigi's Pizzeria,US,Houston,2,1100,2200
Luigi's Pizzeria,US,Houston,3,1100,2200
Luigi's Pizzeria,US,Houston,4,1100,2300
Luigi's Pizzeria,US,Houston,5,1100,2300
Luigi's Pizzeria,US,Houston,6,1200,2000
Luisa's Pasta,US,Houston,0,1100,1430
Luisa's Pasta,US,Houston,1,1100,1430
Luisa's Pasta,US,Houston,2,1100,1430
Luisa's Pasta,US,Houston,3,1100,1430
Luisa's Pasta,US,Houston,4,1100,1430
Luke's Lobster,US,Washington,0,1100,2100
Luke's Lobster,US,Washington,1,1100,2100
Luke's Lobster,US,Washington,2,1100,2100
Luke's Lobster,US,Washington,3,1100,2100
Luke's Lobster,US,Washington,4,1100,2100
Luke's Lobster,US,Washington,5,1100,2100
Luke's Lobster,US,Washington,6,1100,2100
Luke's Lobster,US,Washington,0,1100,2100
Luke's Lobster,US,Washington,1,1100,2100
Luke's Lobster,US,Washington,2,1100,2100
Luke's Lobster,US,Washington,3,1100,2200
Luke's Lobster,US,Washington,4,1100,2200
Luke's Lobster,US,Washington,5,1100,2200
Luke's Lobster,US,Washington,6,1100,2100
Lula Cafe,US,Chicago,0,0900,2200
Lula Cafe,US,Chicago,2,0900,2200
Lula Cafe,US,Chicago,3,0900,2200
Lula Cafe,US,Chicago,4,0900,2300
Lula Cafe,US,Chicago,5,0900,2300
Lula Cafe,US,Chicago,6,0900,2200
Lulu & Po,US,Brooklyn,2,1800,2200
Lulu & Po,US,Brooklyn,3,1800,2200
Lulu & Po,US,Brooklyn,4,1800,2300
Lulu & Po,US,Brooklyn,5,1800,2300
Lulu & Po,US,Brooklyn,6,1700,2200
Lulu's Allston,US,Boston,0,1130,0100
Lulu's Allston,US,Boston,1,1130,0100
Lulu's Allston,US,Boston,2,1130,0100
Lulu's Allston,US,Boston,3,1130,0100
Lulu's Allston,US,Boston,4,1130,0100
Lulu's Allston,US,Boston,5,1030,0100
Lulu's Allston,US,Boston,6,1030,0100
Luna Azul,US,Seattle,0,1000,2200
Luna Azul,US,Seattle,1,1000,2200
Luna Azul,US,Seattle,2,1000,2200
Luna Azul,US,Seattle,3,1000,2200
Luna Azul,US,Seattle,4,1000,2300
Luna Azul,US,Seattle,5,1000,2300
Luna Azul,US,Seattle,6,1000,2100
Luna Nuova,GB,London,0,1100,1500
Luna Nuova,GB,London,0,1800,2300
Luna Nuova,GB,London,1,1100,1500
Luna Nuova,GB,London,1,1800,2300
Luna Nuova,GB,London,2,1100,1500
Luna Nuova,GB,London,2,1800,2300
Luna Nuova,GB,London,3,1100,1500
Luna Nuova,GB,London,3,1800,2300
Luna Nuova,GB,London,4,1100,1500
Luna Nuova,GB,London,4,1800,2300
Luna Nuova,GB,London,5,1130,2300
Luna Nuova,GB,London,6,1130,2230
Luna Pizzeria,US,Houston,0,1100,2200
Luna Pizzeria,US,Houston,1,1100,2200
Luna Pizzeria,US,Houston,2,1100,2200
Luna Pizzeria,US,Houston,3,1100,2200
Luna Pizzeria,US,Houston,4,1100,2200
Luna Pizzeria,US,Houston,5,1100,2200
Luna Pizzeria,US,Houston,6,1100,2200
Luna Y Sol Mexican Grill,US,Houston,1,1000,2100
Luna Y Sol Mexican Grill,US,Houston,2,1000,2100
Luna Y Sol Mexican Grill,US,Houston,3,1000,2100
Luna Y Sol Mexican Grill,US,Houston,4,1000,2200
Luna Y Sol Mexican Grill,US,Houston,5,0900,2200
Luna Y Sol Mexican Grill,US,Houston,6,0900,1500
Luna's Living Kitchen,US,Charlotte,0,0800,2100
Luna's Living Kitchen,US,Charlotte,1,0800,2100
Luna's Living Kitchen,US,Charlotte,2,0800,2100
Luna's Living Kitchen,US,Charlotte,3,0800,2100
Luna's Living Kitchen,US,Charlotte,4,0800,2100
Luna's Living Kitchen,US,Charlotte,5,0800,2100
Lunch Box Etc,US,Houston,0,0600,2000
Lunch Box Etc,US,Houston,1,0600,2000
Lunch Box Etc,US,Houston,2,0600,2000
Lunch Box Etc,US,Houston,3,0600,2000
Lunch Box Etc,US,Houston,4,0600,2000
Lunch Box Etc,US,Houston,5,0600,2000
Lunch Box,US,San Jose,0,1000,0200
Lunch Box,US,San Jose,1,1000,0200
Lunch Box,US,San Jose,2,1000,0200
Lunch Box,US,San Jose,3,1000,0200
Lunch Box,US,San Jose,4,1000,0200
Lunch Box,US,San Jose,5,1000,0200
Lunch Box,US,San Jose,6,1000,0200
Lunch Break,US,Phoenix,0,0700,1430
Lunch Break,US,Phoenix,1,0700,1430
Lunch Break,US,Phoenix,2,0700,1430
Lunch Break,US,Phoenix,3,0700,1430
Lunch Break,US,Phoenix,4,0700,1430
Lunch Time Cafe,US,Phoenix,0,0700,1500
Lunch Time Cafe,US,Phoenix,1,0700,1500
Lunch Time Cafe,US,Phoenix,2,0700,1500
Lunch Time Cafe,US,Phoenix,3,0700,1500
Lunch Time Cafe,US,Phoenix,4,0700,1500
Lunchbox Laboratory,US,Seattle,0,1100,2300
Lunchbox Laboratory,US,Seattle,1,1100,2300
Lunchbox Laboratory,US,Seattle,2,1100,2300
Lunchbox Laboratory,US,Seattle,3,1100,2300
Lunchbox Laboratory,US,Seattle,4,1100,2300
Lunchbox Laboratory,US,Seattle,5,1100,2300
Lunchbox Laboratory,US,Seattle,6,1100,2300
Lunchtime Global,US,Detroit,0,0730,1730
Lunchtime Global,US,Detroit,1,0730,1730
Lunchtime Global,US,Detroit,2,0730,1730
Lunchtime Global,US,Detroit,3,0730,1730
Lunchtime Global,US,Detroit,4,0730,1730
Lunitas,US,Brooklyn,0,0700,1800
Lunitas,US,Brooklyn,1,0700,1800
Lunitas,US,Brooklyn,2,0700,1800
Lunitas,US,Brooklyn,3,0700,1800
Lunitas,US,Brooklyn,4,0700,1800
Lunitas,US,Brooklyn,5,0800,1800
Lunitas,US,Brooklyn,6,0800,1800
Lupie's Cafe,US,Charlotte,0,1100,2200
Lupie's Cafe,US,Charlotte,1,1100,2200
Lupie's Cafe,US,Charlotte,2,1100,2200
Lupie's Cafe,US,Charlotte,3,1100,2200
Lupie's Cafe,US,Charlotte,4,1100,2200
Lupie's Cafe,US,Charlotte,5,1200,2200
Lupino Italian Bistro,AU,Melbourne,2,1130,2200
Lupino Italian Bistro,AU,Melbourne,3,1130,2200
Lupino Italian Bistro,AU,Melbourne,4,1130,2200
Lupino Italian Bistro,AU,Melbourne,5,1130,2200
Lupino Italian Bistro,AU,Melbourne,6,1130,2200
Lupita's Hot Dogs,US,Phoenix,0,1800,2300
Lupita's Hot Dogs,US,Phoenix,1,1800,2300
Lupita's Hot Dogs,US,Phoenix,2,1800,2300
Lupita's Hot Dogs,US,Phoenix,3,1800,2300
Lupita's Hot Dogs,US,Phoenix,4,1800,0200
Lupita's Hot Dogs,US,Phoenix,5,1800,0200
Lupita's Hot Dogs,US,Phoenix,6,1800,2300
Lutèce Bistro & Wine Bar,AU,Brisbane,1,1130,1430
Lutèce Bistro & Wine Bar,AU,Brisbane,1,1800,2200
Lutèce Bistro & Wine Bar,AU,Brisbane,2,1130,1430
Lutèce Bistro & Wine Bar,AU,Brisbane,2,1800,2200
Lutèce Bistro & Wine Bar,AU,Brisbane,3,1130,1430
Lutèce Bistro & Wine Bar,AU,Brisbane,3,1800,2200
Lutèce Bistro & Wine Bar,AU,Brisbane,4,1130,1430
Lutèce Bistro & Wine Bar,AU,Brisbane,4,1800,2200
Lutèce Bistro & Wine Bar,AU,Brisbane,5,1130,1430
Lutèce Bistro & Wine Bar,AU,Brisbane,5,1800,2200
Lutèce Bistro & Wine Bar,AU,Brisbane,6,1000,1500
Lutèce Bistro & Wine Bar,AU,Brisbane,6,1800,2200
Luv Me Tenders,US,Houston,0,1100,2100
Luv Me Tenders,US,Houston,1,1100,2100
Luv Me Tenders,US,Houston,2,1100,2100
Luv Me Tenders,US,Houston,3,1100,2100
Luv Me Tenders,US,Houston,4,1100,2200
Luv Me Tenders,US,Houston,5,1100,2200
Luv Me Tenders,US,Houston,6,1100,2100
Lux Central,US,Phoenix,0,0600,0000
Lux Central,US,Phoenix,1,0600,0000
Lux Central,US,Phoenix,2,0600,0000
Lux Central,US,Phoenix,3,0600,0000
Lux Central,US,Phoenix,4,0600,0200
Lux Central,US,Phoenix,5,0600,0200
Lux Central,US,Phoenix,6,0600,0000
LV Food Junky,US,Las Vegas,0,1200,0000
LV Food Junky,US,Las Vegas,1,1200,0000
LV Food Junky,US,Las Vegas,2,1200,0000
LV Food Junky,US,Las Vegas,3,1200,0000
LV Food Junky,US,Las Vegas,4,1200,0000
LV Food Junky,US,Las Vegas,5,1200,0000
LV Food Junky,US,Las Vegas,6,1200,0000
Lychee Oriental,GB,Glasgow,0,1200,2300
Lychee Oriental,GB,Glasgow,1,1200,2300
Lychee Oriental,GB,Glasgow,2,1200,2300
Lychee Oriental,GB,Glasgow,3,1200,2300
Lychee Oriental,GB,Glasgow,4,1200,2300
Lychee Oriental,GB,Glasgow,5,1200,2300
Lychee Oriental,GB,Glasgow,6,1200,2300
LYFE Kitchen,US,Chicago,0,1100,2100
LYFE Kitchen,US,Chicago,1,1100,2100
LYFE Kitchen,US,Chicago,2,1100,2100
LYFE Kitchen,US,Chicago,3,1100,2100
LYFE Kitchen,US,Chicago,4,1100,2100
LYFE Kitchen,US,Chicago,5,0800,2100
LYFE Kitchen,US,Chicago,6,0800,2100
Lynn Shanghai Cuisine,AU,Sydney,0,1100,2200
Lynn Shanghai Cuisine,AU,Sydney,1,1100,2200
Lynn Shanghai Cuisine,AU,Sydney,2,1100,2200
Lynn Shanghai Cuisine,AU,Sydney,3,1100,2200
Lynn Shanghai Cuisine,AU,Sydney,4,1100,2200
Lynn Shanghai Cuisine,AU,Sydney,5,1100,2200
Lynn Shanghai Cuisine,AU,Sydney,6,1100,2200
Lüneburger German Bakery,AU,Sydney,0,0530,1930
Lüneburger German Bakery,AU,Sydney,1,0530,1930
Lüneburger German Bakery,AU,Sydney,2,0530,1930
Lüneburger German Bakery,AU,Sydney,3,0530,1930
Lüneburger German Bakery,AU,Sydney,4,0530,1930
Lüneburger German Bakery,AU,Sydney,5,0730,1800
Lüneburger German Bakery,AU,Sydney,6,0800,1730
M & M BBQ,US,Birmingham,0,0600,1500
M & M BBQ,US,Birmingham,1,0600,1500
M & M BBQ,US,Birmingham,2,0600,1500
M & M BBQ,US,Birmingham,3,0600,1500
M & M BBQ,US,Birmingham,4,0600,1500
M&M Soul Food Cafe,US,Las Vegas,0,0700,2000
M&M Soul Food Cafe,US,Las Vegas,1,0700,2000
M&M Soul Food Cafe,US,Las Vegas,2,0700,2000
M&M Soul Food Cafe,US,Las Vegas,3,0700,2000
M&M Soul Food Cafe,US,Las Vegas,4,0700,2000
M&M Soul Food Cafe,US,Las Vegas,5,0700,2000
M&M Soul Food Cafe,US,Las Vegas,6,0700,2000
Ma Maison,US,Boston,0,1130,2200
Ma Maison,US,Boston,1,1130,2200
Ma Maison,US,Boston,2,1130,2200
Ma Maison,US,Boston,3,1130,2200
Ma Maison,US,Boston,4,1130,2200
Ma Maison,US,Boston,5,1130,2200
Mabel Gray,US,Hazel Park,1,1700,2200
Mabel Gray,US,Hazel Park,2,1700,2200
Mabel Gray,US,Hazel Park,3,1700,2200
Mabel Gray,US,Hazel Park,4,1700,2300
Mabel Gray,US,Hazel Park,5,1600,2300
Maccabees At Midtown,US,Detroit,1,1100,2100
Maccabees At Midtown,US,Detroit,2,1100,2100
Maccabees At Midtown,US,Detroit,3,1100,2100
Maccabees At Midtown,US,Detroit,4,1100,0000
Maccabees At Midtown,US,Detroit,5,1100,0000
Maccabees At Midtown,US,Detroit,6,1100,1600
Maccaroni Trattoria Italiana,AU,Melbourne,0,0730,2100
Maccaroni Trattoria Italiana,AU,Melbourne,1,0730,2100
Maccaroni Trattoria Italiana,AU,Melbourne,2,0730,2100
Maccaroni Trattoria Italiana,AU,Melbourne,3,0730,2100
Maccaroni Trattoria Italiana,AU,Melbourne,4,0730,2300
Maccaroni Trattoria Italiana,AU,Melbourne,5,0900,2200
Maccaroni Trattoria Italiana,AU,Melbourne,6,0900,2200
Macchiato Restaurant,AU,Sydney,0,0730,0000
Macchiato Restaurant,AU,Sydney,1,0730,0000
Macchiato Restaurant,AU,Sydney,2,0730,0000
Macchiato Restaurant,AU,Sydney,3,0730,0000
Macchiato Restaurant,AU,Sydney,4,0730,0000
Macchiato Restaurant,AU,Sydney,5,0800,0000
Macchiato Restaurant,AU,Sydney,6,0800,0000
Macellaio RC,GB,London,0,1200,1500
Macellaio RC,GB,London,0,1800,2300
Macellaio RC,GB,London,1,1200,1500
Macellaio RC,GB,London,1,1800,2300
Macellaio RC,GB,London,2,1200,1500
Macellaio RC,GB,London,2,1800,2300
Macellaio RC,GB,London,3,1200,1500
Macellaio RC,GB,London,3,1800,2300
Macellaio RC,GB,London,4,1200,1500
Macellaio RC,GB,London,4,1800,2300
Macellaio RC,GB,London,5,1200,2300
Macellaio RC,GB,London,6,1200,2300
Machete Tequila + Tacos,US,Denver,0,1100,2200
Machete Tequila + Tacos,US,Denver,1,1100,2200
Machete Tequila + Tacos,US,Denver,2,1100,2300
Machete Tequila + Tacos,US,Denver,3,1100,0000
Machete Tequila + Tacos,US,Denver,4,1100,0100
Machete Tequila + Tacos,US,Denver,5,1100,0100
Machete Tequila + Tacos,US,Denver,6,1100,2200
Machete Tequila + Tacos,US,Denver,0,1100,2200
Machete Tequila + Tacos,US,Denver,1,1100,2200
Machete Tequila + Tacos,US,Denver,2,1100,2200
Machete Tequila + Tacos,US,Denver,3,1100,0000
Machete Tequila + Tacos,US,Denver,4,1100,0000
Machete Tequila + Tacos,US,Denver,5,1100,0000
Machete Tequila + Tacos,US,Denver,6,1100,2200
Machiavelli Ristorante Italiano,AU,Sydney,0,1200,1445
Machiavelli Ristorante Italiano,AU,Sydney,0,1800,2130
Machiavelli Ristorante Italiano,AU,Sydney,1,1200,1445
Machiavelli Ristorante Italiano,AU,Sydney,1,1800,2130
Machiavelli Ristorante Italiano,AU,Sydney,2,1200,1445
Machiavelli Ristorante Italiano,AU,Sydney,2,1800,2130
Machiavelli Ristorante Italiano,AU,Sydney,3,1200,1445
Machiavelli Ristorante Italiano,AU,Sydney,3,1800,2130
Machiavelli Ristorante Italiano,AU,Sydney,4,1200,1445
Machiavelli Ristorante Italiano,AU,Sydney,4,1800,2130
Macintyre's,US,Washington,0,1100,0130
Macintyre's,US,Washington,1,1100,0130
Macintyre's,US,Washington,2,1100,0130
Macintyre's,US,Washington,3,1100,0130
Macintyre's,US,Washington,4,1100,0230
Macintyre's,US,Washington,5,1100,0230
Macintyre's,US,Washington,6,1100,0130
Macon Bistro & Larder,US,Washington,0,1700,2200
Macon Bistro & Larder,US,Washington,1,1700,2200
Macon Bistro & Larder,US,Washington,2,1700,2200
Macon Bistro & Larder,US,Washington,3,1700,2200
Macon Bistro & Larder,US,Washington,4,1700,2300
Macon Bistro & Larder,US,Washington,5,1700,2300
Macon Bistro & Larder,US,Washington,6,1000,1400
Macon Bistro & Larder,US,Washington,6,1700,2200
Mac's Speed Shop,US,Charlotte,0,1100,0000
Mac's Speed Shop,US,Charlotte,1,1100,0000
Mac's Speed Shop,US,Charlotte,2,1100,0000
Mac's Speed Shop,US,Charlotte,3,1100,0000
Mac's Speed Shop,US,Charlotte,4,1100,0000
Mac's Speed Shop,US,Charlotte,5,1100,0000
Mac's Speed Shop,US,Charlotte,6,1100,0000
Mad Boiler,US,Chicago,0,1500,0000
Mad Boiler,US,Chicago,1,1500,0000
Mad Boiler,US,Chicago,2,1500,0000
Mad Boiler,US,Chicago,3,1500,0000
Mad Boiler,US,Chicago,4,1500,0000
Mad Boiler,US,Chicago,5,1200,0000
Mad Boiler,US,Chicago,6,1200,2100
Mad Love,US,Chicago,1,1100,2000
Mad Love,US,Chicago,2,1100,2000
Mad Love,US,Chicago,3,1100,2000
Mad Love,US,Chicago,4,1100,2000
Mad Love,US,Chicago,5,1100,2000
Mad Mex,AU,Melbourne,0,1100,2100
Mad Mex,AU,Melbourne,1,1100,2100
Mad Mex,AU,Melbourne,2,1100,2100
Mad Mex,AU,Melbourne,3,1100,2100
Mad Mex,AU,Melbourne,4,1100,2200
Mad Mex,AU,Melbourne,5,1100,2200
Mad Mex,AU,Sydney,0,1000,2200
Mad Mex,AU,Sydney,1,1000,2200
Mad Mex,AU,Sydney,2,1000,2200
Mad Mex,AU,Sydney,3,1000,2200
Mad Mex,AU,Sydney,4,1000,2200
Mad Mex,AU,Sydney,5,1000,2200
Mad Mex,AU,Sydney,6,1000,2200
Mad Mex,AU,Sydney,0,1100,2200
Mad Mex,AU,Sydney,1,1100,2200
Mad Mex,AU,Sydney,2,1100,2200
Mad Mex,AU,Sydney,3,1100,2200
Mad Mex,AU,Sydney,4,1100,2200
Mad Mex,AU,Sydney,5,1100,2200
Mad Mex,AU,Sydney,6,1100,2100
Mad Mex,AU,Sydney,0,1000,1900
Mad Mex,AU,Sydney,1,1000,1900
Mad Mex,AU,Sydney,2,1000,1900
Mad Mex,AU,Sydney,3,1000,2100
Mad Mex,AU,Sydney,4,1000,1900
Mad Mex,AU,Sydney,5,1030,1830
Mad Mex,AU,Sydney,6,1030,1800
Madame Nhu,AU,Sydney,0,1000,1800
Madame Nhu,AU,Sydney,1,1000,1800
Madame Nhu,AU,Sydney,2,1000,1800
Madame Nhu,AU,Sydney,3,1000,2000
Madame Nhu,AU,Sydney,4,1000,1800
Madame Nhu,AU,Sydney,5,1000,1700
Madame Nhu,AU,Sydney,6,1100,1600
Madamimadam,AU,Melbourne,0,0700,1600
Madamimadam,AU,Melbourne,1,0700,1600
Madamimadam,AU,Melbourne,2,0700,1600
Madamimadam,AU,Melbourne,3,0700,1600
Madamimadam,AU,Melbourne,4,0700,1600
Maddie's Restaurant,US,Denver,1,0700,1400
Maddie's Restaurant,US,Denver,2,0700,1400
Maddie's Restaurant,US,Denver,3,0700,1400
Maddie's Restaurant,US,Denver,4,0700,1400
Maddie's Restaurant,US,Denver,5,0700,1400
Maddie's Restaurant,US,Denver,6,0700,1400
Made in Italy,GB,London,0,1200,2330
Made in Italy,GB,London,1,1200,2330
Made in Italy,GB,London,2,1200,2330
Made in Italy,GB,London,3,1200,2330
Made in Italy,GB,London,4,1200,2330
Made in Italy,GB,London,5,1200,2330
Made in Italy,GB,London,6,1200,2330
Made In Italy,AU,Sydney,1,1100,1430
Made In Italy,AU,Sydney,1,1700,2130
Made In Italy,AU,Sydney,2,1100,1430
Made In Italy,AU,Sydney,2,1700,2130
Made In Italy,AU,Sydney,3,1100,1430
Made In Italy,AU,Sydney,3,1700,2130
Made In Italy,AU,Sydney,4,1100,1430
Made In Italy,AU,Sydney,4,1700,2130
Madison Kitchen,US,Seattle,0,0800,1700
Madison Kitchen,US,Seattle,1,0800,1700
Madison Kitchen,US,Seattle,2,0800,1700
Madison Kitchen,US,Seattle,3,0800,1700
Madison Kitchen,US,Seattle,4,0800,1700
Madison Kitchen,US,Seattle,5,0800,1500
Madison Kitchen,US,Seattle,6,0800,1500
Mafiaoza's Birmingham,US,Birmingham,1,1700,0000
Mafiaoza's Birmingham,US,Birmingham,2,1700,2200
Mafiaoza's Birmingham,US,Birmingham,3,1700,2200
Mafiaoza's Birmingham,US,Birmingham,4,1100,0000
Mafiaoza's Birmingham,US,Birmingham,5,1100,0000
Mafiaoza's Birmingham,US,Birmingham,6,1100,2200
Maggiano's Little Italy,US,Boston,0,1130,2200
Maggiano's Little Italy,US,Boston,1,1130,2200
Maggiano's Little Italy,US,Boston,2,1130,2200
Maggiano's Little Italy,US,Boston,3,1130,2200
Maggiano's Little Italy,US,Boston,4,1130,2300
Maggiano's Little Italy,US,Boston,5,1130,2300
Maggiano's Little Italy,US,Boston,6,1130,2200
Maggiano's Little Italy,US,Las Vegas,0,1100,2300
Maggiano's Little Italy,US,Las Vegas,1,1100,2300
Maggiano's Little Italy,US,Las Vegas,2,1100,2300
Maggiano's Little Italy,US,Las Vegas,3,1100,2300
Maggiano's Little Italy,US,Las Vegas,4,1100,2300
Maggiano's Little Italy,US,Las Vegas,5,1100,2300
Maggiano's Little Italy,US,Las Vegas,6,1100,2300
Maggie Jones's,GB,London,0,1200,1500
Maggie Jones's,GB,London,0,1800,2300
Maggie Jones's,GB,London,1,1200,1500
Maggie Jones's,GB,London,1,1800,2300
Maggie Jones's,GB,London,2,1200,1500
Maggie Jones's,GB,London,2,1800,2300
Maggie Jones's,GB,London,3,1200,1500
Maggie Jones's,GB,London,3,1800,2300
Maggie Jones's,GB,London,4,1200,1500
Maggie Jones's,GB,London,4,1800,2300
Maggie Jones's,GB,London,5,1200,1500
Maggie Jones's,GB,London,5,1800,2300
Maggie Jones's,GB,London,6,1200,1500
Maggie Jones's,GB,London,6,1800,2230
Maggie Mays,GB,Liverpool,0,1000,1800
Maggie Mays,GB,Liverpool,1,1000,1800
Maggie Mays,GB,Liverpool,2,1000,1800
Maggie Mays,GB,Liverpool,3,1000,1900
Maggie Mays,GB,Liverpool,4,1000,1900
Maggie Mays,GB,Liverpool,5,1000,1800
Magic Apple,AU,Perth,0,0630,1600
Magic Apple,AU,Perth,1,0630,1600
Magic Apple,AU,Perth,2,0630,1600
Magic Apple,AU,Perth,3,0630,1600
Magic Apple,AU,Perth,4,0630,1600
Magic Apple,AU,Perth,5,0800,1300
Magic City Grille,US,Birmingham,0,0700,1500
Magic City Grille,US,Birmingham,1,0700,1500
Magic City Grille,US,Birmingham,2,0700,1500
Magic City Grille,US,Birmingham,3,0700,1500
Magic City Grille,US,Birmingham,4,0700,1500
Magic City Grille,US,Birmingham,6,0930,1700
Magic Dragon,US,Seattle,0,1030,2130
Magic Dragon,US,Seattle,1,1030,2130
Magic Dragon,US,Seattle,2,1030,2130
Magic Dragon,US,Seattle,3,1030,2130
Magic Dragon,US,Seattle,4,1030,2130
Magic Dragon,US,Seattle,5,1100,2130
Magic Mountain Saloon,AU,Melbourne,0,0700,0300
Magic Mountain Saloon,AU,Melbourne,1,0700,0300
Magic Mountain Saloon,AU,Melbourne,2,0700,0300
Magic Mountain Saloon,AU,Melbourne,3,0700,0300
Magic Mountain Saloon,AU,Melbourne,4,0700,0300
Magic Mountain Saloon,AU,Melbourne,5,0800,0300
Magic Mountain Saloon,AU,Melbourne,6,0800,0300
Magnolia BBQ & Fish,US,Birmingham,1,1030,1730
Magnolia BBQ & Fish,US,Birmingham,2,1030,1730
Magnolia BBQ & Fish,US,Birmingham,3,1030,1800
Magnolia BBQ & Fish,US,Birmingham,4,1030,1800
Magnolia BBQ & Fish,US,Birmingham,5,1030,1800
Mahn Doo,AU,Melbourne,0,1100,2300
Mahn Doo,AU,Melbourne,1,1100,2300
Mahn Doo,AU,Melbourne,2,1100,2300
Mahn Doo,AU,Melbourne,3,1100,2300
Mahn Doo,AU,Melbourne,4,1100,2300
Mahn Doo,AU,Melbourne,5,1700,2300
Maiella,US,Long Island City,0,1700,2300
Maiella,US,Long Island City,1,1700,2300
Maiella,US,Long Island City,2,1700,2300
Maiella,US,Long Island City,3,1700,2300
Maiella,US,Long Island City,4,1700,2300
Maiella,US,Long Island City,5,1130,1530
Maiella,US,Long Island City,5,1600,2300
Maiella,US,Long Island City,6,1130,1530
Maiella,US,Long Island City,6,1600,2200
Maiko Bar & Bistro,US,Houston,0,1100,2200
Maiko Bar & Bistro,US,Houston,1,1100,2200
Maiko Bar & Bistro,US,Houston,2,1100,2200
Maiko Bar & Bistro,US,Houston,3,1100,2200
Maiko Bar & Bistro,US,Houston,4,1100,2300
Maiko Bar & Bistro,US,Houston,5,1200,2300
Maiko Bar & Bistro,US,Houston,6,1200,2200
Mail Exchange Hotel,AU,Melbourne,0,0700,0100
Mail Exchange Hotel,AU,Melbourne,1,0700,0100
Mail Exchange Hotel,AU,Melbourne,2,0700,0100
Mail Exchange Hotel,AU,Melbourne,3,0700,0100
Mail Exchange Hotel,AU,Melbourne,4,0700,0100
Mail Exchange Hotel,AU,Melbourne,5,0700,0100
Mail Exchange Hotel,AU,Melbourne,6,0700,0100
Main Street Burgers,US,San Jose,0,1100,2030
Main Street Burgers,US,San Jose,1,1100,2030
Main Street Burgers,US,San Jose,2,1100,2030
Main Street Burgers,US,San Jose,3,1100,2100
Main Street Burgers,US,San Jose,4,1100,2100
Main Street Burgers,US,San Jose,5,1100,2100
Main Street Burgers,US,San Jose,6,1100,2030
Maine-ly Sandwiches,US,Houston,0,1100,2100
Maine-ly Sandwiches,US,Houston,1,1100,2100
Maine-ly Sandwiches,US,Houston,2,1100,2100
Maine-ly Sandwiches,US,Houston,3,1100,2100
Maine-ly Sandwiches,US,Houston,4,1100,2100
Maine-ly Sandwiches,US,Houston,5,1100,2100
Maine-ly Sandwiches,US,Houston,6,1100,2100
Mai's Restaurant,US,Houston,0,1100,0300
Mai's Restaurant,US,Houston,1,1100,0300
Mai's Restaurant,US,Houston,2,1100,0300
Mai's Restaurant,US,Houston,3,1100,0300
Mai's Restaurant,US,Houston,4,1100,0400
Mai's Restaurant,US,Houston,5,1100,0400
Maison Crêpes,US,Houston,1,0700,1600
Maison Crêpes,US,Houston,2,0700,1600
Maison Crêpes,US,Houston,3,0700,1600
Maison Crêpes,US,Houston,4,0700,1600
Maison Crêpes,US,Houston,5,0900,1600
